# max-cut SDP  problem=data/G60mc.sdp n=7000 m=7000 F0_nnz=24105  mode=deflated16 sigma=1 eta_tol=0 window=0.025 gamma=1.1 symmetrize=1  ||C||_F=2.427447e+02
# iter  pinf        dinf        gap         eta         obj_primal      obj_dual        proj_ms  cum_proj_s  deflated  eps_sym_raw  eps_sym_used
  2475  6.9780e-04  9.2428e-04  1.6307e-03  1.6307e-03  -3.03389508e+04  -3.02401630e+04     45.23    112.143  67  0.000e+00  0.000e+00
# gate it=2500 k=350 kw=175 s1=2.196e+02 s_kw/s1=2.254e-02 fired=1 clipped_neg=66 clipped_pos=0 fired_frac_last250=1.000
# deflate it=2500 alpha=3.135e+01 theta=2.196e+01 clipped_neg=66 clipped_pos=0
  2500  7.1290e-04  8.9704e-04  1.5872e-03  1.5872e-03  -3.03379735e+04  -3.02418222e+04     45.30    113.280  66  0.000e+00  0.000e+00
  2525  7.5198e-04  8.8861e-04  1.6016e-03  1.6016e-03  -3.03408468e+04  -3.02438108e+04     45.67    114.421  66  0.000e+00  0.000e+00
  2550  7.3560e-04  8.9006e-04  1.5049e-03  1.5049e-03  -3.03399455e+04  -3.02487634e+04     45.48    115.557  66  0.000e+00  0.000e+00
  2575  7.2005e-04  8.9135e-04  1.6065e-03  1.6065e-03  -3.03407188e+04  -3.02433871e+04     46.02    116.697  66  0.000e+00  0.000e+00
  2600  7.2834e-04  8.6806e-04  1.5162e-03  1.5162e-03  -3.03433332e+04  -3.02514555e+04     45.65    117.837  65  0.000e+00  0.000e+00
  2625  7.2599e-04  8.6921e-04  1.5296e-03  1.5296e-03  -3.03416543e+04  -3.02489763e+04     45.02    118.976  65  0.000e+00  0.000e+00
  2650  7.2698e-04  8.8143e-04  1.5903e-03  1.5903e-03  -3.03447750e+04  -3.02484104e+04     45.17    120.116  64  0.000e+00  0.000e+00
  2675  7.4497e-04  8.6350e-04  1.5272e-03  1.5272e-03  -3.03455830e+04  -3.02530381e+04     45.30    121.254  64  0.000e+00  0.000e+00
  2700  7.5021e-04  8.7851e-04  1.4944e-03  1.4944e-03  -3.03443403e+04  -3.02537825e+04     45.14    122.394  64  0.000e+00  0.000e+00
  2725  7.3639e-04  8.7550e-04  1.5693e-03  1.5693e-03  -3.03467723e+04  -3.02516725e+04     45.95    123.532  64  0.000e+00  0.000e+00
# gate it=2750 k=350 kw=175 s1=2.310e+02 s_kw/s1=2.137e-02 fired=1 clipped_neg=63 clipped_pos=0 fired_frac_last250=1.000
# deflate it=2750 alpha=3.297e+01 theta=2.310e+01 clipped_neg=63 clipped_pos=0
  2750  7.3076e-04  8.5491e-04  1.5208e-03  1.5208e-03  -3.03467704e+04  -3.02546071e+04     45.55    124.674  63  0.000e+00  0.000e+00
  2775  7.4148e-04  8.4921e-04  1.4991e-03  1.4991e-03  -3.03480438e+04  -3.02571916e+04     45.38    125.813  63  0.000e+00  0.000e+00
  2800  7.3704e-04  8.5094e-04  1.5206e-03  1.5206e-03  -3.03481939e+04  -3.02560404e+04     46.20    126.953  63  0.000e+00  0.000e+00
  2825  7.6025e-04  8.3311e-04  1.4753e-03  1.4753e-03  -3.03511199e+04  -3.02616977e+04     45.49    128.098  63  0.000e+00  0.000e+00
  2850  7.5428e-04  8.4463e-04  1.4625e-03  1.4625e-03  -3.03485092e+04  -3.02598703e+04     46.22    129.238  63  0.000e+00  0.000e+00
  2875  7.4845e-04  8.3053e-04  1.5394e-03  1.5394e-03  -3.03512275e+04  -3.02579245e+04     46.31    130.379  62  0.000e+00  0.000e+00
  2900  7.5471e-04  8.1422e-04  1.4160e-03  1.4160e-03  -3.03524128e+04  -3.02665730e+04     45.53    131.519  62  0.000e+00  0.000e+00
  2925  7.4380e-04  8.3938e-04  1.5004e-03  1.5004e-03  -3.03512112e+04  -3.02602665e+04     45.04    132.656  62  0.000e+00  0.000e+00
  2950  7.6279e-04  8.1455e-04  1.4904e-03  1.4904e-03  -3.03553152e+04  -3.02649670e+04     45.06    133.793  61  0.000e+00  0.000e+00
  2975  7.5602e-04  8.1371e-04  1.3592e-03  1.3592e-03  -3.03522912e+04  -3.02698919e+04     45.55    134.936  61  0.000e+00  0.000e+00
# gate it=3000 k=350 kw=175 s1=2.419e+02 s_kw/s1=2.036e-02 fired=1 clipped_neg=61 clipped_pos=0 fired_frac_last250=1.000
# deflate it=3000 alpha=3.271e+01 theta=2.419e+01 clipped_neg=61 clipped_pos=0
